model,ad_title,year,km,color,price,ad_date,location,city
                        1.6 TDi Comfortline,    MM MOTORS Polo 1.6 TDI Comfortline DSG HATASIZ BOYASIZ %18 KDV,2018,33520.0,                    Beyaz,145000.0,2019-12-26,                        İstanbulGüngören,İstanbul
                        1.2 TSI Comfortline,    MEHMET CAR 2017 POLO 1.2 TSİ COMFORT BLUEMOTİON,2017,48000.0,                    Beyaz,88500.0,2019-12-26,                        İstanbulSarıyer,İstanbul
                        1.0 TSI Highline ,    Sahibinden 2019 HIGHLINE Sıfırdan Farksız Hayalet + Sunroof,2019,465000.0,                    Kırmızı,157500.0,2019-12-26,                        İstanbulBeylikdüzü,İstanbul
                        1.4 TDi Trendline,    2017 Polo manuel kamu personelinden,2017,46000.0,                    Beyaz,95000.0,2019-12-26,                        İstanbulMaltepe,İstanbul
                        1.0 TSI Highline ,    VOLKSWAGEN POLO 1.0 TSI 95 HIGHLINE DSG HATASIZ,2017,33711.99999999999,                    Beyaz,133900.0,2019-12-27,                        AnkaraÇankaya,Ankara
                        1.4 Comfortline,    HATASIZ BOYASIZ DÜŞÜK KM,2012,50000.0,                    Beyaz,77000.0,2019-12-27,                        KayseriTalas,Kayseri
                        1.4 TDi Comfortline,    BACAR OTOMOTİV'DEN VW POLO 1.4 TDİ DSG COMFORTLİNE YENİ KASA ORJ,2017,45000.0,                    Beyaz,125000.0,2019-12-27,                        İstanbulSancaktepe,İstanbul
                        1.4 TDi Comfortline,    KC OTOMOTİV 2016 POLO 1.4 TDİ COMFORTLİNE DSG KAZASIZ/46.000KM,2016,46000.0,                    Beyaz,99500.0,2019-12-27,                        İstanbulAtaşehir,İstanbul
                        1.2 TSI Comfortline,    YENİ SAHİBİNE HAYIRLI OLSUN,2016,21000.0,                    Kırmızı,119000.0,2019-12-27,                        TokatMerkez,Tokat
                        1.2 TSI Allstar,    2016 SIFIR AYARINDA POLO ALLSTAR,2016,32700.000000000004,                    Beyaz,97000.0,2019-12-27,                        MersinTarsus,Mersin
                        1.6 TDi Comfortline,    **EROĞLU** 2019 POLO 1.6TDİ COMFORT OTOMATİK 9.000KM KUSURSUZ,2019,9500.0,                    Beyaz,159000.0,2019-12-27,                        AdanaSeyhan,Adana
                        1.6 TDi Comfortline,    SAHİBİNDEN SIFIR KOKUSU ÜZERİNDE HATASIZ GARANTİLİ 2019 ÇIKIŞLI,2018,12000.0,                    Beyaz,146500.0,2019-12-27,                        İstanbulFatih,İstanbul
                        1.0 TSI Comfortline,"    İLK ELDEN 2019 MODEL OTOMATİK 1,0 TSİ POLO SUNROOFLU",2019,5000.0,                    Füme,143900.0,2019-12-27,                        AnkaraAkyurt,Ankara
                        1.4 TDi Comfortline,    .....ARACIMIZ OPSİYONLANMIŞTIR....,2017,48000.0,                    Beyaz,104500.0,2019-12-27,                        İstanbulBeylikdüzü,İstanbul
                        1.0 Trendline,    'UCAR MOTORS' 2018 VW POLO-6 ' KAPORASI ALINMIŞTIR ',2018,34000.0,                    Beyaz,90500.0,2019-12-27,                        İstanbulEsenler,İstanbul
                        1.0 TSI Highline ,    2017 OTOMATİK POLO HATASIZ BOYASIZ DEĞİŞENSİZ PIRIL PIRIL,2017,31000.0,                    Kırmızı,133000.0,2019-12-27,                        BursaYıldırım,Bursa
                        1.0 TSI Comfortline,    ilk sahibinden hatasız boya değişen yok,2019,4980.0,                    Beyaz,140250.0,2019-12-27,                        İstanbulÜmraniye,İstanbul
                        1.0 TSI Comfortline,    2018 çıkışlı 10.000 km POLO 1.0 TSI COMFORTLİNE KAZASIZ BOYASIZ,2017,10000.0,                    Beyaz,112250.0,2019-12-27,                        İstanbulSarıyer,İstanbul
                        1.2 TSI Comfortline,    Polo 18 bin km sıfır niyetine,2016,18000.0,                    Beyaz,77000.0,2019-12-27,                        İstanbulBağcılar,İstanbul
                        1.2 TDi Trendline,    HATASİZ İSYEYENE 2013 POLO manuel,2013,223000.0,                    Beyaz,55500.0,2019-12-28,                        İstanbulEsenler,İstanbul
                        1.2 TDi Trendline,    Takas olur,2013,192000.0,                    Beyaz,60000.0,2019-12-28,                        DenizliPamukkale,Denizli
                        1.2 TSI Comfortline,    HATASIZ BOYASIZ KAYITSIZ,2016,50000.0,                    Beyaz,110000.0,2019-12-28,                        İstanbulBeylikdüzü,İstanbul
                        1.2 TSI Comfortline,    BAŞARAN OTOMOTİV,2017,12000.0,                    Beyaz,111000.0,2019-12-28,                        AnkaraAkyurt,Ankara
                        1.0 Trendline,    TÜRK AUTO 2016,2016,43000.0,                    Gümüş Gri,71500.0,2019-12-28,                        AdanaSeyhan,Adana
                        1.0 TSI Comfortline,    '' 0 KM ''2019 VW POLO /1.0 TSİ 95 HP/8 inc EKRN//DİJital KLİMA/,2019,0.0,                    Beyaz,149000.0,2019-12-28,                        Gaziantepİslahiye,Gaziantep
                        1.2 TSI Comfortline,    Sahibinden Hasarsiz Orjinal 14.000 km de,2017,14300.0,                    Beyaz,114000.0,2019-12-28,                        KocaeliDarıca,Kocaeli
                        1.4 TDi Basicline,    wosvagen polo tertemiz,2004,244000.0,                    Beyaz,35000.0,2019-12-28,                        AntalyaAlanya,Antalya
                        1.0 Trendline,    2014 MODEL HATASIZ BOYASIZ HASAR KAYITSIZ 40 BİN KM DE POLO,2014,40000.0,                    Füme,69450.0,2019-12-28,                        ManisaTurgutlu,Manisa
                        1.0 TSI Comfortline,    ''0 KM/2 ADET/2019 VW POLO COMFORTLİNE /DSG/APP/8 İNÇ EKRAN/,2019,0.0,                    Mavi,144900.0,2019-12-28,                        Gaziantepİslahiye,Gaziantep
                        1.6 TDi Trendline,    2018 VW POLO 1.6 TDI 80 BG TRENDLINE,2018,26590.999999999996,                    Beyaz,107900.0,2019-12-28,                        İzmirGaziemir,İzmir
                        1.0 TSI Highline ,    *AS Group* 2017 Polo 1.0 TSI Highline DSG. Orjinal %18 Kdv'li,2017,30000.0,                    Beyaz,131000.0,2019-12-28,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.2 TSI Comfortline,    2014 POLO 1.4 TSI COMFORTLİNE DSG BOYASIZ,2014,24000.0,                    Gri,99900.0,2019-12-28,                        İstanbulÜsküdar,İstanbul
                        1.6 TDi Highline ,    2019 Polo 1.6 Dizel Dsg Hıghlıne - HASAR KAYITLI,2019,15395.0,                    Beyaz,127500.0,2019-12-28,                        AdanaÇukurova,Adana
                        1.6 TDi Comfortline,    MEYDANOĞLUNDAN 2014 POLO 1.6 TDİ COMFORTLİNE 41.000 KM,2014,41000.0,                    Beyaz,93500.0,2019-12-28,                        DenizliPamukkale,Denizli
                        1.0 Trendline,    SERHAT'taN SADECE 14.900 KM'de VW POLO 1.0 TRENDLİNE BOYASIZZ,2016,14900.0,                    Siyah,72500.0,2019-12-28,                        Vanİpekyolu,Van
                        1.4 TDi Comfortline,    S A T I L M I Ş T I R,2017,39000.0,                    Beyaz,130500.0,2019-12-28,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.4 Basicline,    Öğretmenden Polo,2005,271000.0,                    Mavi,31800.0,2019-12-28,                        KocaeliDarıca,Kocaeli
                        1.2 TSI Comfortline,    SAMAN OTOMOTİV'DEN 2017 BOYASIZ 40.000 KM'DE OTOMATİK 1.2 TSİ,2017,40000.0,                    Beyaz,109750.0,2019-12-28,                        AksarayMerkez,Aksaray
                        1.2 TDi Trendline,    SATILIK POLO,2012,258000.0,                    Beyaz,54500.0,2019-12-28,                        AntalyaDiğer,Antalya
                        1.6 Classic,    1998 MODEL BEYAZ RENKLI POLO1.6 HB KLIMALI LPG IŞLI,1997,250000.0,                    Mavi,28000.0,2019-12-28,                        AnkaraÇankaya,Ankara
                        1.0 TSI Highline ,    Servis bakımlı garantili cam tavan polo,2018,22000.0,                    Kırmızı,131500.0,2019-12-28,                        AnkaraEtimesgut,Ankara
                        1.4 TDi Comfortline,    * HATASIZ -BOYASIZ -DEĞİŞENSİZ -TRAMERSİZ-HASARSIZ- DÜŞÜK KMLİ**,2016,50000.0,                    Beyaz,122000.0,2019-12-29,                        İstanbulAtaşehir,İstanbul
                        1.2 TSI Comfortline,    İlk Sahibinden 2015 Comfortline TSI,2015,43000.0,                    Siyah,87000.0,2019-12-29,                        İzmirKarşıyaka,İzmir
                        1.4 TDi Comfortline,    Sahibinden Hatasız Boyasız Temiz VW POLO Comfortline Otomatik,2017,37000.0,                    Beyaz,125950.0,2019-12-29,                        İstanbulKartal,İstanbul
                        1.6,    worsvogen polo 1.6,1997,270000.0,                    Beyaz,25500.0,2019-12-29,                        AdanaCeyhan,Adana
                        1.6,    *MASRAFSIZ POLO*,1997,263000.0,                    Kırmızı,24000.0,2019-12-29,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.4 TDi Comfortline,    DÜZEN AUTO AUTOPİA DAN 4 ADET POLO 2016 BOYASIZ 27.000 KMDE,2016,27000.0,                    Beyaz,113000.0,2019-12-29,                        İstanbulBeylikdüzü,İstanbul
                        1.2 TDi Trendline,    BOYASIZ 35.900 km,2014,35900.0,                    Beyaz,81750.0,2019-12-29,                        KırklareliLüleburgaz,Kırklareli
                        1.4 Trendline,"    HATASIZ 2000 MODEL POLO 1,4 16 VALF",2000,240000.0,                    Yeşil,32500.0,2019-12-29,                        KayseriKocasinan,Kayseri
                        1.2 TSI Comfortline,    2017 Model Volkswgen Polo 1.2 TSI Otomatik Vts Sıfırdan Farksız,2017,13010.0,                    Gri,114900.0,2019-12-29,                        İzmirKarşıyaka,İzmir
                        1.4 TDi Trendline,    2017 polo 32binde,2017,32000.0,                    Beyaz,85000.0,2019-12-29,                        AnkaraMamak,Ankara
                        1.4 TDi Comfortline,    2015 48.000 km Orjinal,2015,48000.0,                    Beyaz,92500.0,2019-12-29,                        İstanbulBeylikdüzü,İstanbul
                        1.0 TSI Highline ,    Polo 1.0 TSI 95 PS HIGHLİNE DSG,2018,16157.0,                    Beyaz,120000.0,2019-12-29,                        ManisaTurgutlu,Manisa
                        1.4 TDi Comfortline,    UBBA- 2016 VW POLO COMFORTLİNE 1.4TDI BMT DSG +C.TAVAN 49.000 KM,2016,49000.0,                    Kırmızı,118950.0,2019-12-30,                        İstanbulKağıthane,İstanbul
                        1.6,    98model otomatik cam tavan wolswagen Polo bayandan tertemiz,1998,165000.0,                    Beyaz,37000.0,2019-12-30,                        BursaOsmangazi,Bursa
                        1.6 Classic,    temiz polo cilasik,1998,14000.0,                    Mavi,23750.0,2019-12-30,                        MalatyaYeşilyurt,Malatya
                        1.4 Trendline,    fiyat düştü ilk gelen alır pazarlık yok,2004,155000.0,                    Gümüş Gri,38000.0,2019-12-30,                        KocaeliGebze,Kocaeli
                        1.0 TSI Comfortline,    sahibindennn,2019,750000.0,                    Beyaz,140000.0,2019-12-30,                        İstanbulSancaktepe,İstanbul
                        1.6 TDi Comfortline,    //2019 MODEL SIFIR POLO 1.6 Tdİ 95 HP //1000 km COMFORTLİNE DSG,2019,1000.0,                    Beyaz,161500.0,2019-12-30,                        AdanaÇukurova,Adana
                        1.2 Trendline,    sadece 42.000 kmde,2012,42000.0,                    Beyaz,55000.0,2019-12-30,                        KonyaSelçuklu,Konya
                        1.2 TSI Comfortline,    VOLKSWAGEN POLO 1.2 TSI 2016 OTOMATİK DSG SIFIR AYARINDA,2016,15000.0,                    Beyaz,82750.0,2019-12-30,                        İstanbulÜmraniye,İstanbul
                        1.0 TSI Comfortline,    MD GLOBALDEN HATASIZ BOYASIZ 2019 ÇIKIŞLI SIFIR AYARINDA POLO,2018,8000.0,                    Gri,134000.0,2019-12-30,                        KırıkkaleYahşihan,Kırıkkale
                        1.0 TSI Comfortline,    ATLIHAN'DAN 2018 POLO 1.0 TSI CAM TAVAN OTOMATİK 13 BİN KM,2018,13800.0,                    Beyaz,133500.0,2019-12-30,                        İstanbulEsenyurt,İstanbul
                        1.0 TSI Comfortline,    2019 POLO 1.0TSİ HİGHLİNE DONANIM CAM TAVAN HATASIZ 1.857KM,2019,1857.0,                    Mavi,152500.0,2019-12-30,                        İstanbulÜmraniye,İstanbul
                        1.6 Classic,    FIRSAT ARACI,1997,225000.0,                    Beyaz,19000.0,2019-12-30,                        GaziantepŞehitkamil,Gaziantep
                        1.0 TSI Comfortline,    ACİL - HASAR KAYITSIZ - POLO !!!,2017,37000.0,                    Turuncu,87250.0,2019-12-30,                        İstanbulBeykoz,İstanbul
                        1.4 TDi Trendline,    2017 polo 33binde orjinal hasarkaydi yok,2017,33000.0,                    Beyaz,94000.0,2019-12-30,                        TekirdağÇorlu,Tekirdağ
                        1.6 TDi Comfortline,    2011 model temiz araba,2011,149000.0,                    Beyaz,62000.0,2019-12-30,                        GaziantepŞehitkamil,Gaziantep
                        1.0 TSI Highline ,    HATASIZ HASTASINA FABRİKADAN ÇIKTIĞI GİBİ,2018,3550.0,                    Kırmızı,138000.0,2019-12-30,                        İstanbulKadıköy,İstanbul
                        1.6,    Çok temiz !..,1997,265000.0,                    Beyaz,26500.0,2019-12-30,                        İstanbulAtaşehir,İstanbul
                        1.0 TSI Comfortline,    2018 vw POLO TSİ..HATASIZ..COM­FORTLİNE..Sadece 23000 km,2018,23000.0,                    Beyaz,104750.0,2019-12-30,                        DenizliSarayköy,Denizli
                        1.6,    wolksvagen polo,1998,284000.0,                    Kırmızı,22000.0,2019-12-30,                        İstanbulKüçükçekmece,İstanbul
                        1.6,    binicisine hayirli olsun,1995,2500.0,                    Kırmızı,22000.0,2019-12-30,                        ÇorumMerkez,Çorum
                        1.4 TDi Comfortline,    UÇUCU PERSONELDEN TERTEMİZ,2017,39000.0,                    Beyaz,115000.0,2019-12-30,                        İstanbulPendik,İstanbul
                        1.2 TSI Comfortline,    SIFIR AYARINDA........,2017,39000.0,                    Beyaz,121000.0,2019-12-31,                        İzmirKarabağlar,İzmir
                        1.0 TSI Comfortline,    OPSİYONLUDUR...,2018,27900.0,                    Şampanya,108900.0,2019-12-31,                        AntalyaMuratpaşa,Antalya
                        1.2 TSI Comfortline,    SIFIR AYARINDA KOKUSU ÜZERİNDE,2017,22600.0,                    Füme,98500.0,2019-12-31,                        İzmirBuca,İzmir
                        1.4 TDi Comfortline,    Sahibinden 2017 kasim cikisli 30km de boyasiz degisensiz !!!!,2017,30000.0,                    Beyaz,131500.0,2019-12-31,                        İstanbulBeylikdüzü,İstanbul
